Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"Southern Gellap Ost Research Farm",Namibia,fn_nanamgel,-26.40182639,18.00534278,-26.375000,18.035753,-26.375000,17.970642,-26.433333,17.979728,-26.433333,18.044872,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=650
"Northern Kavango Region",Namibia,fn_nanamkav,-18.30242278,19.25875167,-18.275000,19.289587,-18.275000,19.228155,-18.333333,19.234632,-18.333333,19.296085,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=651
"Central Namibia (Omatako Ranch)",Namibia,fn_nanamoma,-21.50931111,16.735525,-21.483333,16.764745,-21.483333,16.702056,-21.541667,16.708760,-21.541667,16.771474,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=652
"Banizoumbou",Niger,fn_nebanizo,13.541167,2.66475,13.566667,2.691774,13.566667,2.631766,13.508333,2.631121,13.508333,2.691114,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=653
"COMPLET 138  (18.0081N 4.6734 E)",Niger,fn_necom138,18.0081,4.6734,18.033333,4.706184,18.033333,4.644837,17.975000,4.643300,17.975000,4.704627,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=654
"Hapex-Sahel",Niger,fn_nehapexs,13.5,2.5,13.525000,2.528452,13.525000,2.468455,13.466667,2.467852,13.466667,2.527835,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=655
"Niamey Aeroport",Niger,fn_neniamey,13.4833,2.1666,13.508333,2.194029,13.508333,2.134036,13.450000,2.133515,13.450000,2.193494,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=656
"COMPLET 134  (8.9355 N 11.56833 E)",Nigeria,fn_ngcom134,8.9355,11.56833333,8.966667,11.600096,8.966667,11.541041,8.908333,11.539193,8.908333,11.598239,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=657
"Ilorin",Nigeria,fn_ngilorin,8.32,4.34,8.350000,4.371339,8.350000,4.312380,8.291667,4.311738,8.291667,4.370688,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=658
"Ilorin 2",Nigeria,fn_ngilori2,8.533333333,4.566666667,8.558333,4.592808,8.558333,4.533818,8.500000,4.533126,8.500000,4.592107,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=659
"Nigeria",Nigeria,fn_ngnigeri,11.53,11.14,11.558333,11.168143,11.558333,11.108602,11.500000,11.106295,11.500000,11.165824,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=660
"Cabauw",Netherlands,fn_nlcabauw,51.971,4.927,52.000000,4.981092,52.000000,4.886343,51.941667,4.879987,51.941667,4.974612,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=661
"Cabauw extension (after 5/25/2004)",Netherlands,fn_nlcabex1,51.95361111,4.902861111,51.983333,4.952178,51.983333,4.857464,51.925000,4.851149,51.925000,4.945739,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=662
"Cabauw extension (before 5/25/2004)",Netherlands,fn_nlcabex2,52.00361111,4.805555556,52.033333,4.862894,52.033333,4.768074,51.975000,4.761864,51.975000,4.856560,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=663
"The_Hague",Netherlands,fn_nlhague0,52.11048,4.32682,52.141667,4.372306,52.141667,4.277256,52.083333,4.271663,52.083333,4.366589,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=664
"Horstermeer",Netherlands,fn_nlhorste,52.02888889,5.0675,52.058333,5.123127,52.058333,5.028254,52.000000,5.021699,52.000000,5.116448,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=665
"Lelystad",Netherlands,fn_nllelyst,52.5,5.5,52.525000,5.547199,52.525000,5.451321,52.466667,5.444094,52.466667,5.539844,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=666
"Loobos",Netherlands,fn_nlloobos,52.16785722,5.743958333,52.200000,5.792069,52.200000,5.696894,52.141667,5.689430,52.141667,5.784480,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=667
"COMPLET 168  (60.4677 N 10.4798 E)",Norway,fn_nocomple,60.4677,10.4798,60.500000,10.543092,60.500000,10.424630,60.441667,10.405910,60.441667,10.524159,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=668
"TWP C2 Nauru ARM",Nauru,fn_nrtwpc20,-0.5206,166.9159,-0.491667,166.947813,-0.491667,166.889478,-0.550000,166.891022,-0.550000,166.949359,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=669
"Purerua",New Zealand,fn_nzpureru,-33.16666667,174.0833333,-33.141667,174.066980,-33.141667,173.997313,-33.200000,174.113145,-33.200000,174.182858,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=670
"Sardinilla Pasture",Panama,fn_pasarpas,9.30775,-79.63030556,9.333333,-79.603833,9.333333,-79.662949,9.275000,-79.649662,9.275000,-79.590556,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=671
"Sardinilla Plantation",Panama,fn_pasarplt,9.316734167,-79.63486194,9.350000,-79.616088,9.350000,-79.675206,9.291667,-79.661894,9.291667,-79.602785,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=672
"COMPLET 120  (-9.9355 S -73.7137 W)",Peru,fn_pecom120,-9.9355,-73.7137,-9.908333,-73.673897,-9.908333,-73.733114,-9.966667,-73.746267,-9.966667,-73.687040,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=673
"COMPLET 126  (-3.0403 S -71.5363 W)",Peru,fn_pecom126,-3.0403,-71.5363,-3.008333,-71.506876,-3.008333,-71.565290,-3.066667,-71.569156,-3.066667,-71.510739,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=674
"MCR Moorea Coreal Reef (MCR1)",French Polynesia,fn_pfmcr101,17.501,-149.833,17.533333,-149.827370,17.533333,-149.888545,17.475000,-149.840425,17.475000,-149.779269,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=675
"Island-Manaus",Island,fn_pgarmman,-2.057997222,147.425,-2.025000,147.450415,-2.025000,147.392046,-2.083333,147.397428,-2.083333,147.455800,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=676
"Island-Manaus-Momote",Papua New Guinea,fn_pgmomote,-2.05,147.4333333,-2.025000,147.458754,-2.025000,147.400384,-2.083333,147.405767,-2.083333,147.464139,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=677
"Brenna",Poland,fn_plbrenna,40.66666667,18.93333333,40.691667,18.980629,40.691667,18.903695,40.633333,18.887170,40.633333,18.964037,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=678
"Polana",Poland,fn_plpolana,48.63333333,19.53333333,48.658333,19.592323,48.658333,19.504013,48.600000,19.481479,48.600000,19.569688,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=679
"Polwet",Poland,fn_plpolwet,52.76222222,16.30944444,52.791667,16.371350,52.791667,16.274885,52.733333,16.253100,52.733333,16.349435,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=680
"Luquillo LTER (LUQ1)",Puerto Rico,fn_prluquil,18.32388889,-65.8175,18.350000,-65.795635,18.350000,-65.857094,18.291667,-65.834896,18.291667,-65.773458,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=681
"Roosevelt_Roads",Puerto Rico,fn_prroosev,18.2,-65.6,18.225000,-65.581519,18.225000,-65.642933,18.166667,-65.620969,18.166667,-65.559575,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=682
"Alfusqueiro",Portugal,fn_ptalfusq,40.59166667,-8.375,40.616667,-8.343412,40.616667,-8.420259,40.558333,-8.412918,40.558333,-8.336137,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=683
"Espirra",Portugal,fn_ptespirr,38.63938333,-8.6018,38.666667,-8.570335,38.666667,-8.645046,38.608333,-8.638013,38.608333,-8.563363,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=684
"Mitra (Evora)",Portugal,fn_ptevora,38.5407,-8.0004,38.566667,-7.961546,38.566667,-8.036152,38.508333,-8.029638,38.508333,-7.955093,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=685
"Evora",Portugal,fn_ptevor2,38.56783333,-7.9115,38.600000,-7.879939,38.600000,-7.954579,38.541667,-7.948124,38.541667,-7.873543,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=686
"Mitra IV Tojal",Portugal,fn_ptmitra4,38.47653889,-8.024552778,38.508333,-7.987041,38.508333,-8.061586,38.450000,-8.055065,38.450000,-7.980580,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=688
"Aimeliik",Republic of Palau,fn_pwaimeli,7.46,134.4798972,7.491667,134.514908,7.491667,134.456073,7.433333,134.438143,7.433333,134.496971,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=689
"Peleliu",Republic of Palau,fn_pwpeleli,7.05,134.2701028,7.075000,134.305969,7.075000,134.247188,7.016667,134.230296,7.016667,134.289070,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=690
"Fundulea (VALERI)",Romania,fn_rofundul,44.40557222,26.58512222,44.433333,26.643214,44.433333,26.561522,44.375000,26.535049,44.375000,26.616660,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=691
"Cherskii",Russia,fn_ruchersk,68.61472222,161.3391667,68.641667,161.610096,68.641667,161.449928,68.583333,161.030771,68.583333,161.190524,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=692
"Chokurdakh",Russia,fn_ruchokur,70.61666667,147.8833333,70.641667,148.150891,70.641667,147.974910,70.583333,147.547423,70.583333,147.722896,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=693
"Chukotka",Russia,fn_ruchukot,65.59483333,171.0525,65.625000,171.328153,65.625000,171.186810,65.566667,170.803102,65.566667,170.944128,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=694
"COMPLET 139  (18.371 N 48.2218 E)",Saudi Arabia,fn_rucom139,18.371,48.2218,18.400000,48.258852,18.400000,48.197375,18.341667,48.181082,18.341667,48.242538,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=695
"COMPLET 147  (29.2581N 40.6008 E)",Saudi Arabia,fn_rucom147,29.2581,40.6008,29.283333,40.643807,29.283333,40.576928,29.225000,40.553795,29.225000,40.620636,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=696
"COMPLET 159  (50.3065 N 39.1492 E)",Russia,fn_rucom159,50.30649722,39.1492,50.333333,39.217524,50.333333,39.126138,50.275000,39.078179,50.275000,39.169453,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=697
"COMPLET 161 (55.0242 N 159.2702 E)",Russia,fn_rucom161,55.0242,159.2702,55.050000,159.419022,55.050000,159.317194,54.991667,159.085535,54.991667,159.187215,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=698
"COMPLET 162  (55.3871 N 132.7782 E)",Russia,fn_rucom162,55.3871,132.7782,55.416667,132.927116,55.416667,132.824345,55.358333,132.628554,55.358333,132.731174,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=699
"COMPLET 164  (56.8387 N 105.1976 E)",Russia,fn_rucom164,56.8387,105.1976,56.866667,105.335042,56.866667,105.228320,56.808333,105.064496,56.808333,105.171052,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=700
"COMPLET 166  (59.379 N 73.2621 E)",Russia,fn_rucom166,59.379,73.2621,59.408333,73.374880,59.408333,73.260257,59.350000,73.134351,59.350000,73.248776,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=701
"COMPLET 169  (61.9194  N 46.0444 E)",Russia,fn_rucom169,61.9194,46.0444,61.950000,46.146462,61.950000,46.022412,61.891667,45.934666,61.891667,46.058479,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=702
"COMPLET 174  (65.5485 N 148.3831 E)",Russia,fn_rucom174,65.5485,148.3831,65.575000,148.608802,65.575000,148.467731,65.516667,148.135716,65.516667,148.276472,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=703
"COMPLET 175  (67.7258 N 85.2379 E)",Russia,fn_rucom175,67.7258,85.2379,67.758333,85.443779,67.758333,85.289668,67.700000,85.077900,67.700000,85.231629,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=704
"COMPLET 176 (68.4516 N 108.1008 E)",Russia,fn_rucom176,68.4516,108.1008,68.483333,108.332557,68.483333,108.173512,68.425000,107.894938,68.425000,108.053574,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=705
"COMPLET 177 (69.5403 N 119.7137 E)",Russia,fn_rucom177,69.5403,119.7137,69.566667,119.945367,69.566667,119.778279,69.508333,119.451910,69.508333,119.618542,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=706
"Eastern_Siberia_TaigaS",Russia,fn_ruesibta,62,129.6670167,62.025000,129.844633,62.025000,129.720278,61.966667,129.472173,61.966667,129.596290,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=707
"Eastern_Siberia_Tundra",Russia,fn_ruesibtu,71.617,128.75,71.650000,129.068107,71.650000,128.882817,71.591667,128.488489,71.591667,128.673213,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=708
"Fedorovskoje-drained spruce stand",Russia,fn_ruffedon,56.46166667,32.92305556,56.491667,32.997725,56.491667,32.892060,56.433333,32.841576,56.433333,32.947079,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=709
"Fedorovskoje-old spruce forest",Russia,fn_ruffedoo,56.44777778,32.90194444,56.475000,32.983235,56.475000,32.877616,56.416667,32.827187,56.416667,32.932643,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=710
"Krasnoyarsk",Russia,fn_rukrasn1,57.27,91.6,57.300000,91.733866,57.300000,91.625890,57.241667,91.480861,57.241667,91.588666,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=711
"Krasnoyarsk 2",Russia,fn_rukrasn2,55.98333333,92.766667,56.008333,92.877072,56.008333,92.772732,55.950000,92.632916,55.950000,92.737098,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=712
"Samoylov Island- Lena Delta",Russia,fn_rusamoyl,72.37333333,126.4977778,72.400000,126.776291,72.400000,126.583371,72.341667,126.178468,72.341667,126.370772,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=713
"Tuva",Russia,fn_rutuva,50.15,94.45,50.175000,94.543657,50.175000,94.452575,50.116667,94.337448,50.116667,94.428420,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=714
"Ubs Nur- Hakasija-grassland",Russia,fn_ruhak1,54.72527778,90.00222222,54.758333,90.131634,54.758333,90.030541,54.700000,89.901038,54.700000,90.001985,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=715
"Ubs Nur- Hakasija-recovering grassland",Russia,fn_ruhak2,54.77305556,89.95666667,54.800000,90.065503,54.800000,89.964306,54.741667,89.834698,54.741667,89.935749,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=716
"Ubs Nur-Hakasija- Site 3",Russia,fn_ruhak3,54.72,90.05,54.750000,90.170840,54.750000,90.069768,54.691667,89.940247,54.691667,90.041174,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=717
"Yakutsk",Russia,fn_ruyakuts,61.66194444,129.366667,61.691667,129.547082,61.691667,129.424072,61.633333,129.179966,61.633333,129.302744,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=718
"Yakutsk-Larch",Russia,fn_ruyaklar,62.255,129.6188889,62.283333,129.810912,62.283333,129.685490,62.225000,129.434733,62.225000,129.559912,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=719
"Yakutsk-Pine",Russia,fn_ruyakpin,62.24138889,129.6505556,62.266667,129.828621,62.266667,129.703270,62.208333,129.452655,62.208333,129.577765,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=720
"Zotino",Russia,fn_ruzotino,60.80079722,89.35080556,60.833333,89.497305,60.833333,89.377611,60.775000,89.214913,60.775000,89.334389,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=721
"Arabia1",Saudi Arabia,fn_saarabia,18.88,46.76,18.908333,46.800434,18.908333,46.738773,18.850000,46.722503,18.850000,46.784143,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=722
"Solar_Village",Saudi Arabia,fn_sasolarv,24.91,46.41,24.941667,46.457763,24.941667,46.393430,24.883333,46.371497,24.883333,46.435800,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=723
"Demokeya",Sudan,fn_sddemoke,13.2829,30.4783,13.308333,30.511028,13.308333,30.451085,13.250000,30.443769,13.250000,30.503698,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=724
"Asa",Sweden,fn_seasa01,57.16666667,14.8,57.191667,14.857046,57.191667,14.749386,57.133333,14.726137,57.133333,14.833627,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=725
"Asa Nybygget",Sweden,fn_seasany,57.1495,14.738663,57.175000,14.804227,57.175000,14.696615,57.116667,14.673464,57.116667,14.780906,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=726
"Degero Stormyr (NECC)",Sweden,fn_sedegero,64.18987917,19.56535861,64.216667,19.656565,64.216667,19.522456,64.158333,19.481406,64.158333,19.615233,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=727
"Flakaliden",Sweden,fn_seflakal,64.11277778,19.45694444,64.141667,19.546140,64.141667,19.412393,64.083333,19.371711,64.083333,19.505178,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=728
"Knottasen",Sweden,fn_seknotta,60.98333333,16.21666667,61.008333,16.282140,61.008333,16.161786,60.950000,16.132154,60.950000,16.252287,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=729
"Norunda",Sweden,fn_senorun1,60.08622222,17.49883333,60.116667,17.578700,60.116667,17.461620,60.058333,17.430747,60.058333,17.547620,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=730
"Norunda 2",Sweden,fn_senorun2,60.08,17.48000417,60.108333,17.557531,60.108333,17.440481,60.050000,17.409655,60.050000,17.526498,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=731
"Skyttorp",Sweden,fn_seskytt1,60.11666667,17.83333333,60.141667,17.910089,60.141667,17.792921,60.083333,17.761429,60.083333,17.878391,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=732
"Skyttorp1 young",Sweden,fn_seskytt2,60.125,17.91805556,60.150000,17.998342,60.150000,17.881143,60.091667,17.849485,60.091667,17.966476,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=733
"Stordalen Grassland (Mire)",Sweden,fn_sestorda,68.36666667,19.05,68.391667,19.144094,68.391667,18.985692,68.333333,18.937027,68.333333,19.095023,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=734
"Polana 2",Slovak Republic,fn_skpolana,48.63333333,19.46666667,48.658333,19.516629,48.658333,19.428318,48.600000,19.405872,48.600000,19.494080,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=736
"Dahra North",Senegal,fn_sndahran,15.4119,-15.4335,15.441667,-15.406130,15.441667,-15.466648,15.383333,-15.462307,15.383333,-15.401807,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=739
"Dahra South",Senegal,fn_sndahras,15.37127,-15.400816,15.400000,-15.368465,15.400000,-15.428971,15.341667,-15.424653,15.341667,-15.364165,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=740
"Dakar",Senegal,fn_sndakar1,14.39416667,-16.95861111,14.425000,-16.933847,14.425000,-16.994079,14.366667,-16.989639,14.366667,-16.929422,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=741
"Tessekre North",Senegal,fn_sntessen,15.89602,-15.060866,15.925000,-15.035365,15.925000,-15.096027,15.866667,-15.091651,15.866667,-15.031007,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=742
"Tessekre South",Senegal,fn_sntesses,15.81917,-15.060866,15.850000,-15.029765,15.850000,-15.090404,15.791667,-15.086051,15.791667,-15.025429,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=743
"COMPLET 137  (16.9194 N 23.1815 E)",Chad,fn_tdcomple,16.9194,23.18149722,16.950000,23.216886,16.950000,23.155903,16.891667,23.148732,16.891667,23.209696,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=744
"Maeklong- Kanchanabri",Thailand,fn_thmaeklo,14.575,98.85833333,14.600000,98.901960,14.600000,98.841680,14.541667,98.815525,14.541667,98.875789,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=745
"Mixed Vegetation Site",Thailand,fn_thmixveg,16.93986111,99.42986111,16.966667,99.471181,16.966667,99.410193,16.908333,99.379375,16.908333,99.440344,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=746
"North_East_Thailand",Thailand,fn_thnorthe,14.466,102.379,14.491667,102.416822,14.491667,102.356572,14.433333,102.329698,14.433333,102.389932,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=747
"Chao_Phraya_riverKogma",Thailand,fn_thriverk,18.81,98.9,18.841667,98.952399,18.841667,98.890763,18.783333,98.856469,18.783333,98.918084,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=748
"Chao_Phraya_riverLampang",Thailand,fn_thriverl,18.4,99.47,18.425000,99.518147,18.425000,99.456661,18.366667,99.422991,18.366667,99.484456,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=749
"Chao_Phraya_riverPhitsanulok",Thailand,fn_thriverp,16.85,100.48,16.875000,100.520025,16.875000,100.459067,16.816667,100.428103,16.816667,100.489042,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=750
"Chao_Phraya_riverS",Thailand,fn_thrivers,17.83,99.69,17.858333,99.738990,17.858333,99.677704,17.800000,99.645070,17.800000,99.706336,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=751
"Sakaerat- Nakonrachasima",Thailand,fn_thsakaer,14.49333333,101.9219444,14.525000,101.967384,14.525000,101.907125,14.466667,101.880304,14.466667,101.940548,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=752
"COMPLET 152  (37.6048 N 37.3347 E)",Turkey,fn_trcom152,37.6048,37.3347,37.633333,37.387349,37.633333,37.313690,37.575000,37.284441,37.575000,37.358043,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=753
"Guzelyayla",Turkey,fn_trguzely,40.2057,41.4537,40.233333,41.512733,40.233333,41.436322,40.175000,41.400682,40.175000,41.477027,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=754
"Ovacik",Turkey,fn_trovacik,40.2473,41.001,40.275000,41.057711,40.275000,40.981253,40.216667,40.945952,40.216667,41.022344,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=755
"Chiayi Meteorology Station (TWCIM)",Taiwan,fn_twchiayi,23.49777778,120.4244444,23.525000,120.480263,23.525000,120.416642,23.466667,120.363358,23.466667,120.426951,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=756
"Chiayi Rice Paddy Station (TWCIR)",Taiwan,fn_twchiari,23.49105,120.4072778,23.516667,120.463548,23.516667,120.399931,23.458333,120.346676,23.458333,120.410265,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=757
"Chiayi Urban Station (TWCIU)",Taiwan,fn_twchiurb,23.47323611,120.4501389,23.500000,120.502829,23.500000,120.439220,23.441667,120.385989,23.441667,120.449570,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=758
"Chilan (TWCL)",Taiwan,fn_twchilan,24.59094444,121.4989722,24.616667,121.555948,24.616667,121.491783,24.558333,121.435198,24.558333,121.499334,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=759
"Huisun Forest Station (TWHS)",Taiwan,fn_twhuisun,24.0425,121.0733333,24.075000,121.137475,24.075000,121.073584,24.016667,121.018597,24.016667,121.082459,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=760
